cust_id,yp_probability,predicted_yp_revenue,internet_probability,predicted_internet_rev,dm_probability,predicted_dm_rev,credit_flag
516256000000,0.00118100,138.31075800,0.00218200,245.35385400,0.00019700,612.56345800,0.00000000
516256000000,0.00179000,131.07658800,0.00151100,93.33691400,0.00020600,488.11062100,0.00000000
516256000000,0.00112100,557.32877700,0.00168200,107.95695800,0.00020600,656.89472900,0.00000000
516256000000,0.00186600,152.44882700,0.00153700,102.19042700,0.00019500,449.88678200,0.00000000
516256000000,0.00207500,161.15520900,0.00175100,103.44418400,0.00023900,648.15199700,0.00000000
516256000000,0.00233400,162.41017500,0.00640900,696.63750000,0.00022100,331.84026200,0.00000000
516256000000,0.00111800,101.20000800,0.00186400,178.59383200,0.00020500,578.71932500,0.00000000
516256000000,0.01345200,1066.18000000,0.00876000,670.79880400,0.00038900,1363.42000000,0.00000000
516256000000,0.00323300,304.80969000,0.00231800,113.33044400,0.00022000,320.51296300,0.00000000
516256000000,0.00155200,116.75588900,0.00194000,253.40989700,0.00021200,752.86192500,0.00000000
516256000000,0.00179900,152.87876900,0.00151800,103.77560300,0.00020700,590.22011200,0.00000000
516256000000,0.00191800,112.58841800,0.00306000,263.33600300,0.00020600,437.34480800,0.00000000
516256000000,0.00140700,133.31185800,0.00165700,111.32524000,0.00021600,604.17966800,0.00000000
516256000000,0.00132400,102.74978400,0.00186200,183.22884100,0.00021900,587.05471300,0.00000000
516256000000,0.00135200,124.13137600,0.00126600,0.00000000,0.00021600,572.08827700,0.00000000
516256000000,0.00128700,114.13450800,0.00114600,0.00000000,0.00022500,756.33520500,0.00000000
516256000000,0.00175400,135.95759600,0.00122100,0.00000000,0.00021600,797.85550800,0.00000000
516256000000,0.00210800,147.24782700,0.00207600,222.78366500,0.00024500,816.64411200,0.00000000
516256000000,0.00172800,129.03408900,0.00150800,105.17712200,0.00021600,590.95854600,0.00000000
516256000000,0.00187300,111.07034100,0.00163500,111.52482700,0.00023400,635.40585100,0.00000000
516256000000,0.00184100,115.46286500,0.00160700,116.13425300,0.00023000,632.32987700,0.00000000
516256000000,0.00172800,110.65604000,0.00150800,111.28672900,0.00021600,561.81603700,0.00000000
516256000000,0.00184100,144.36534700,0.00160700,111.37114200,0.00023000,682.68366600,0.00000000
516256000000,0.00167500,110.46546100,0.00146200,111.12172900,0.00020900,677.66666500,0.00000000
516256000000,0.00164300,105.88974700,0.00143400,106.39458200,0.00020500,570.70922800,0.00000000
516256000000,0.00112600,107.17772000,0.00114000,0.00000000,0.00021900,654.50325900,0.00000000
516256000000,0.00168800,104.85002600,0.00147300,105.26574200,0.00021100,648.41156900,0.00000000
516256000000,0.00168300,107.46302800,0.00146900,108.10271600,0.00021000,640.53441400,0.00000000
516256000000,0.00181600,95.52447600,0.00158500,95.56000200,0.00022700,619.07537600,0.00000000
516256000000,0.00109900,112.59455800,0.00120500,0.00000000,0.00020900,635.71420500,0.00000000
516256000000,0.00184600,165.10583300,0.00363300,441.97920000,0.00038900,1445.32000000,0.00000000
516257000000,0.00169000,135.51778700,0.00168900,103.74639400,0.00021700,637.99844200,0.00000000
516257000000,0.00234100,146.24217400,0.00192500,168.79490800,0.00021600,557.66805700,0.00000000
516257000000,0.00128500,138.48575900,0.00151200,108.76513800,0.00019800,650.96694300,0.00000000
516257000000,0.00199100,151.50663100,0.00162400,171.37556900,0.00020200,572.09210100,0.00000000
516257000000,0.00150300,128.62045200,0.00194900,203.52798700,0.00023500,624.82094500,0.00000000
516257000000,0.00135400,149.70208300,0.00301300,316.90922300,0.00021400,715.34718500,0.00000000
516257000000,0.00131800,118.59939300,0.00209500,211.75356400,0.00021600,543.20526000,0.00000000
516257000000,0.00127200,105.18303900,0.00091100,0.00000000,0.00020900,619.68582700,0.00000000
516257000000,0.00103800,102.82848000,0.00104900,0.00000000,0.00020300,617.36586900,0.00000000
516257000000,0.00129600,139.38857300,0.00131300,108.46975000,0.00020600,644.61936200,0.00000000
516257000000,0.00200700,159.35777200,0.00166800,101.97170100,0.00023300,643.40969400,0.00000000
516257000000,0.00112400,103.08834200,0.00154700,101.15520200,0.00020200,604.94456800,0.00000000
516257000000,0.00131500,133.98880700,0.00116700,0.00000000,0.00021800,647.39677800,0.00000000
516257000000,0.00151400,112.61384700,0.00253500,223.80905900,0.00024300,754.45030200,0.00000000
516257000000,0.00224000,153.10651500,0.00223900,230.64775300,0.00021900,428.16351700,0.00000000
516257000000,0.00179400,164.38215400,0.00256200,260.61642900,0.00021100,489.67452000,0.00000000
516257000000,0.00162200,121.88631800,0.00160000,100.16975800,0.00021600,567.79505000,0.00000000
516257000000,0.00116400,105.66423600,0.00160300,105.89971300,0.00020900,564.91699000,0.00000000
516257000000,0.00195000,161.09059500,0.00288500,603.45369200,0.00021800,754.08989900,0.00000000
516257000000,0.00301300,312.88728200,0.00111300,0.00000000,0.00021700,314.95963200,0.00000000
516257000000,0.00190400,149.68608800,0.00159500,101.61660500,0.00023000,579.47969500,0.00000000
516257000000,0.00107700,103.23576000,0.00116700,0.00000000,0.00022700,595.44500000,0.00000000
516257000000,0.00209000,169.48848600,0.00116700,0.00000000,0.00022700,652.08767700,0.00000000
516257000000,0.00189800,124.88487400,0.00245400,233.18053000,0.00023200,573.03182700,0.00000000
516257000000,0.03000000,1050.31000000,0.00126400,0.00000000,0.00021900,581.62202400,0.00000000
516257000000,0.00119900,109.79122400,0.00148900,104.34385700,0.00021900,618.65851200,0.00000000
516257000000,0.00191000,149.74915400,0.00125100,0.00000000,0.00024300,704.95787800,0.00000000
516257000000,0.00178700,120.81296900,0.00147000,105.05301200,0.00023100,526.80761800,0.00000000
516257000000,0.00179100,162.85783100,0.00128800,0.00000000,0.00020800,493.65203800,1.00000000
516257000000,0.00114900,106.21455600,0.00133600,98.18603000,0.00019900,734.16547700,0.00000000
516257000000,0.00858500,581.79791500,0.00191200,169.68399800,0.00022300,575.20557000,0.00000000
516257000000,0.00179500,134.35353600,0.00111800,0.00000000,0.00020800,561.86577800,1.00000000
516257000000,0.00103400,107.79593500,0.00104700,0.00000000,0.00020400,620.10122000,0.00000000
516257000000,0.00127200,111.39654100,0.00116700,0.00000000,0.00022700,642.76411700,0.00000000
516257000000,0.00295200,277.99771800,0.00167800,94.78014400,0.00024800,776.74634400,0.00000000
516257000000,0.00192300,147.52020400,0.00173600,101.65639400,0.00022800,561.79365500,0.00000000
516257000000,0.00178900,168.82648600,0.00164700,117.80638300,0.00020700,470.46905600,0.00000000
516257000000,0.00138200,128.05196500,0.00123300,0.00000000,0.00022100,596.48116500,0.00000000
516257000000,0.00115700,135.17625700,0.00190800,240.90273400,0.00019500,609.41217300,0.00000000
516257000000,0.00130700,131.70733300,0.00153900,105.57482000,0.00022200,607.10834300,0.00000000
516257000000,0.00203000,158.23496800,0.00149500,100.06380000,0.00024800,645.46245100,0.00000000
516257000000,0.00140600,138.36965700,0.00140200,0.00000000,0.00023300,688.15127200,0.00000000
516257000000,0.00111900,107.54802000,0.00134700,108.11433600,0.00021900,765.55223900,0.00000000
516257000000,0.00179600,132.70733600,0.00432100,427.01530600,0.00040500,1377.50000000,0.00000000
516257000000,0.01763700,1057.92000000,0.00337700,278.75946200,0.00030500,881.79420700,0.00000000
516257000000,0.00129300,100.91349900,0.00178000,100.99179900,0.00023200,543.85569200,0.00000000
516257000000,0.00292900,154.24642700,0.00141100,0.00000000,0.00036700,1056.26000000,0.00000000
516257000000,0.00118000,107.27748300,0.00118900,0.00000000,0.00021000,599.96621300,0.00000000
516257000000,0.00393000,295.56409000,0.00216100,160.23049900,0.00021700,386.03454600,0.00000000
516257000000,0.00124300,104.94829100,0.00171100,102.65671800,0.00022300,609.96436700,0.00000000
516257000000,0.00258200,145.35738300,0.00167100,100.07315800,0.00024700,807.89414800,0.00000000
516257000000,0.00188400,139.42116200,0.00131600,0.00000000,0.00023200,525.48483900,0.00000000
516257000000,0.00201800,148.17258000,0.00249100,211.36278100,0.00021500,534.88018500,0.00000000
516257000000,0.00116700,99.89491900,0.00144900,100.12222700,0.00021300,518.47204500,0.00000000
516257000000,0.00313400,298.25700500,0.00312500,607.25011200,0.00024500,758.58565900,0.00000000
516257000000,0.00232300,166.37072600,0.00167600,109.37005000,0.00022700,654.67684100,0.00000000
516257000000,0.00376000,310.90145800,0.00242600,155.32155100,0.00020800,152.41457900,0.00000000
516257000000,0.00359000,314.43403900,0.00231000,268.46804400,0.00023000,660.41561200,0.00000000
516257000000,0.00292000,160.16290500,0.00164200,104.47090900,0.00022700,482.98279100,0.00000000
516257000000,0.00184700,161.16572800,0.00166800,102.89214000,0.00021900,651.02544700,0.00000000
516257000000,0.00197200,161.01353000,0.00207700,212.11669400,0.00023100,651.15280700,0.00000000
516257000000,0.01963400,1037.03000000,0.00201800,209.80338200,0.00022300,642.21862200,0.00000000
516257000000,0.00207800,164.98176100,0.00135400,104.50737600,0.00020800,516.22882700,0.00000000
516257000000,0.01258900,1084.95000000,0.00177200,203.84074800,0.00026200,891.11668500,0.00000000
516257000000,0.00178900,171.10286400,0.00154900,110.36308500,0.00021000,684.12005800,0.00000000
516257000000,0.00175200,149.29798600,0.00244300,242.11287400,0.00023400,815.60494600,0.00000000
516257000000,0.00123300,110.49003600,0.00169700,105.19685300,0.00022100,648.13654200,0.00000000
516257000000,0.01095500,1060.36000000,0.00191200,198.06045100,0.00028300,874.32295400,0.00000000
516257000000,0.00116600,103.50131900,0.00160600,103.80143200,0.00021000,552.68725200,0.00000000
516257000000,0.00130000,109.00021500,0.00179000,100.97282300,0.00023400,646.04951200,0.00000000
516257000000,0.00170200,162.02208900,0.00126300,107.56125900,0.00019400,480.32736700,0.00000000
516257000000,0.00293500,289.61654900,0.00166800,99.71665200,0.00024700,799.26090600,0.00000000
516257000000,0.00201500,135.56848400,0.00128200,0.00000000,0.00024900,500.90802300,0.00000000
516257000000,0.00142300,131.83925800,0.00222200,251.88518700,0.00022300,623.07454400,0.00000000
516257000000,0.00147800,125.34375800,0.00149700,99.93929900,0.00023500,583.92000900,0.00000000
516257000000,0.00191500,149.57003500,0.00198800,222.51620300,0.00020300,562.23366900,0.00000000
516257000000,0.00221200,158.84246100,0.00159600,109.09049500,0.00021600,603.77528700,0.00000000
516257000000,0.00132000,108.00182600,0.00181700,102.84664800,0.00023700,630.03319400,0.00000000
516257000000,0.00286000,151.25787100,0.00262200,113.27101200,0.00025900,524.21788700,0.00000000
516257000000,0.00222400,154.13613900,0.00287100,341.01407200,0.00023600,290.45009800,0.00000000
516257000000,0.00158300,118.48074400,0.00148400,0.00000000,0.00022900,790.15136500,0.00000000
516257000000,0.00205000,150.01619500,0.00279900,265.86161100,0.00020100,599.13055800,0.00000000
516257000000,0.00131700,102.56531100,0.00207500,159.33462600,0.00022400,535.91434500,0.00000000
516257000000,0.00086700,83.07131100,0.00281800,265.50270100,0.00022500,597.11106500,0.00000000
516257000000,0.00268200,158.71713500,0.00165200,103.92665800,0.00022700,628.65854900,0.00000000
516257000000,0.00129800,116.83302700,0.00173900,165.99533500,0.00021600,540.04690800,0.00000000
516257000000,0.00290100,308.85363600,0.00227400,248.21938400,0.00022100,615.60674800,0.00000000
516257000000,0.01921800,985.62821300,0.00334400,283.58766500,0.00020800,491.16313200,0.00000000
516257000000,0.00271300,159.05219200,0.00417900,685.83450000,0.00022600,796.01496700,0.00000000
516257000000,0.00208300,147.73199600,0.00217200,222.94292600,0.00022400,566.29484100,0.00000000
516257000000,0.00197500,169.40384500,0.00238800,276.22864000,0.00021900,687.14684300,0.00000000
516257000000,0.00347200,326.97446400,0.00167400,111.60329900,0.00022500,654.38105200,0.00000000
516257000000,0.00186200,107.84796600,0.00157000,108.52064900,0.00021800,568.40651700,0.00000000
516258000000,0.00232500,147.05508400,0.00298500,243.54575500,0.00023500,802.79487000,0.00000000
516258000000,0.00153500,128.50372700,0.00177100,331.16500400,0.00021900,819.04359500,0.00000000
516258000000,0.00223400,155.97177400,0.00164800,111.18728300,0.00022000,580.31619600,0.00000000
516258000000,0.00139500,134.34660900,0.00250400,255.11165000,0.00023200,633.10048600,0.00000000
516258000000,0.00136800,107.93691700,0.00238300,220.47506800,0.00024100,561.75234400,0.00000000
516258000000,0.00174700,146.40948000,0.00221900,187.41517400,0.00023300,700.69898700,0.00000000
516258000000,0.00214100,162.61520300,0.00158000,105.23417500,0.00022000,649.43509900,0.00000000
516258000000,0.00140600,145.19483800,0.00164800,112.28232800,0.00022000,681.66910400,0.00000000
516258000000,0.00206200,161.22033500,0.00241700,300.59739100,0.00022200,538.46357600,0.00000000
516258000000,0.00140300,128.54061300,0.00188700,181.97158800,0.00021000,578.80853600,0.00000000
516258000000,0.00200000,160.57789900,0.00174000,108.53793300,0.00022800,621.43263100,0.00000000
516258000000,0.00190200,140.55189100,0.00214400,217.12290700,0.00020800,545.53279800,1.00000000
516258000000,0.00198600,171.46955100,0.00171200,109.11784900,0.00021100,533.16611200,0.00000000
516258000000,0.00190200,146.67569500,0.00192700,216.21136200,0.00019400,400.12512900,0.00000000
516258000000,0.00157300,121.81264700,0.00123400,0.00000000,0.00022100,757.76027200,0.00000000
516258000000,0.00199400,170.25037600,0.00372900,457.35004800,0.00020400,663.83456000,0.00000000
516258000000,0.00145300,120.43078000,0.00170100,102.85134000,0.00022900,544.29203700,0.00000000
516258000000,0.02078700,1039.75000000,0.00180900,102.50147900,0.00022100,379.41857800,0.00000000
516258000000,0.00143500,142.79473100,0.00230600,599.20846400,0.00022800,780.45499100,0.00000000
516258000000,0.00182900,160.11872100,0.00195200,202.24119900,0.00021700,624.25699800,0.00000000
516258000000,0.00131500,125.21766500,0.00116300,0.00000000,0.00022200,581.68153400,0.00000000
516258000000,0.00105400,105.95565700,0.00148000,106.46614200,0.00021500,592.19863700,0.00000000
516258000000,0.00125200,96.31826900,0.00151500,96.38257800,0.00023600,529.63307400,0.00000000
516258000000,0.00230500,151.74360400,0.00165600,107.50134400,0.00022900,563.59473500,0.00000000
516258000000,0.00124500,151.42768800,0.00204400,286.36856900,0.00021500,700.69682600,0.00000000
516258000000,0.00124300,134.48330300,0.00204200,246.13591000,0.00021500,625.60042200,0.00000000
516258000000,0.00213800,175.67215900,0.00220800,275.86916800,0.00023200,678.83186600,0.00000000
516258000000,0.00105400,114.84844200,0.00106600,0.00000000,0.00021300,649.03618600,0.00000000
516258000000,0.00169600,301.60853200,0.00121100,0.00000000,0.00020700,312.91338600,0.00000000
516258000000,0.00188000,168.08196500,0.01130700,689.33800000,0.00042000,1254.63000000,0.00000000
516258000000,0.00235900,144.48999600,0.00173700,97.25368400,0.00024500,562.39862300,0.00000000
516258000000,0.00183000,145.79178200,0.00178700,187.24698200,0.00027500,820.80828100,0.00000000
516258000000,0.00143800,120.81619200,0.00185400,169.22109000,0.00022900,542.92702700,0.00000000
516258000000,0.00102000,105.20219200,0.00150400,0.00000000,0.00023800,855.13309900,0.00000000
516258000000,0.00174700,134.95204600,0.00179200,413.22418600,0.00022500,766.32887500,0.00000000
516258000000,0.00247400,144.17719400,0.00125900,0.00000000,0.00022800,571.28283000,0.00000000
516258000000,0.00104700,550.97147500,0.00133800,0.00000000,0.00021800,641.80017100,1.00000000
516258000000,0.00111000,108.03953600,0.00199400,215.83688100,0.00019800,547.53064700,0.00000000
516258000000,0.00123300,106.54254600,0.00134900,107.10333500,0.00020700,624.43903900,0.00000000
516258000000,0.00140800,125.68982800,0.00248400,229.37848100,0.00022300,570.37715500,0.00000000
516258000000,0.00310800,296.90085300,0.00139900,105.13913200,0.00029000,792.67126800,1.00000000
516258000000,0.00285100,155.67418600,0.00134600,0.00000000,0.00021900,652.39980600,0.00000000
516258000000,0.00129300,101.16033400,0.00150500,101.73044900,0.00024100,537.44329300,0.00000000
516258000000,0.00117200,557.25603900,0.00175500,107.87798500,0.00023300,562.94295700,0.00000000
516258000000,0.00110900,103.96766600,0.00134400,0.00000000,0.00022100,568.52658700,0.00000000
516258000000,0.01293300,1064.62000000,0.00205300,269.16027300,0.00027200,911.95449800,0.00000000
516258000000,0.00154200,118.12327300,0.00264700,440.58150000,0.00023700,980.95733800,0.00000000
516258000000,0.00209400,140.81142500,0.00131100,92.04626800,0.00022900,560.24165400,0.00000000
516258000000,0.00201800,111.24452300,0.00188100,111.93242500,0.00025500,595.95620800,0.00000000
516258000000,0.00168000,149.87212900,0.00189500,291.96844700,0.00022700,1081.73000000,0.00000000
516258000000,0.00103900,108.95100200,0.00161600,107.47585200,0.00019800,608.85298200,0.00000000
516258000000,0.00628200,506.67873300,0.00162100,88.10298200,0.00022100,158.74163600,0.00000000
516258000000,0.00122500,107.99500200,0.00142900,0.00000000,0.00022100,631.93187100,0.00000000
516258000000,0.00145900,130.17223900,0.00147100,108.09149000,0.00023600,601.81004500,0.00000000
516258000000,0.00458800,318.73620900,0.00129500,0.00000000,0.00022100,684.54628700,0.00000000
516258000000,0.00204700,154.44707100,0.00172200,106.22563000,0.00023900,588.44351600,0.00000000
516258000000,0.00136700,134.62195400,0.00137800,111.87452200,0.00022100,608.48148500,0.00000000
516258000000,0.00128500,127.81937000,0.00211000,238.73385800,0.00022200,600.06685100,0.00000000
516258000000,0.00236800,155.76486000,0.00694700,775.64433500,0.00026500,579.63345900,0.00000000
516258000000,0.01965200,1092.19000000,0.00273200,236.50568400,0.00036300,1303.48000000,0.00000000
516258000000,0.00127900,115.08443900,0.00129000,92.95757100,0.00020700,539.45932400,0.00000000
516258000000,0.00192000,156.11172600,0.00211200,242.03178700,0.00021200,452.62899900,0.00000000
516258000000,0.00257800,154.61593900,0.00166100,106.10558100,0.00025200,840.20052200,0.00000000
516258000000,0.00113500,104.67122000,0.00133700,103.32434900,0.00021100,593.07943800,0.00000000
516258000000,0.00133400,129.55731300,0.00134500,103.99607500,0.00021600,600.50909200,0.00000000
516258000000,0.00132500,131.37542400,0.00117100,0.00000000,0.00022400,623.12123800,0.00000000
516258000000,0.00220600,151.06077800,0.00098400,0.00000000,0.00020800,709.35582300,0.00000000
516258000000,0.00259500,158.53981500,0.00174500,205.51357500,0.00029300,871.99546500,0.00000000
516258000000,0.00118800,95.39052000,0.00156700,95.70367800,0.00023900,692.72488200,0.00000000
516258000000,0.00143800,127.36258200,0.00127100,0.00000000,0.00024300,602.87362700,0.00000000
516258000000,0.00155300,123.17789400,0.00138100,106.88259300,0.00020500,542.50139100,0.00000000
516258000000,0.00171000,117.21751600,0.00181700,166.05619900,0.00022300,538.99514600,0.00000000
516258000000,0.01189700,1047.72000000,0.00118300,0.00000000,0.00023200,759.45494700,0.00000000
516258000000,0.00180300,135.24838800,0.00114000,0.00000000,0.00022600,614.94636100,0.00000000
516258000000,0.00138100,139.07410800,0.00097900,0.00000000,0.00020700,694.41532700,0.00000000
516258000000,0.00280900,251.00218500,0.00408200,395.15656700,0.00022200,560.97986400,0.00000000
516258000000,0.00116200,138.43036200,0.00213100,260.23971900,0.00020000,640.19237200,0.00000000
516258000000,0.00223200,102.44151200,0.00257400,241.51035500,0.00024200,608.46531400,0.00000000
516258000000,0.00102600,96.48664600,0.00108300,0.00000000,0.00021000,571.79862000,0.00000000
516259000000,0.02024500,1057.23000000,0.00206700,192.68152800,0.00033100,853.50568100,0.00000000
516259000000,0.00138900,101.37436300,0.00178300,215.42931200,0.00022300,657.67283700,0.00000000
516259000000,0.00110100,101.15929900,0.00189500,215.87927600,0.00021000,658.86465100,0.00000000
516259000000,0.00235700,161.33150300,0.00218700,208.82040800,0.00023200,639.77324300,0.00000000
516259000000,0.00222500,150.59335000,0.00160700,104.25423200,0.00021300,755.03790600,0.00000000
516259000000,0.00223700,152.19664700,0.00156000,0.00000000,0.00044000,1342.30000000,0.00000000
516259000000,0.00222200,163.66054700,0.00184000,192.21911300,0.00021300,690.14744000,0.00000000
516259000000,0.00113100,112.27894700,0.00147300,109.55972400,0.00020600,665.66965400,1.00000000
516259000000,0.00228200,163.69730700,0.01001900,686.65350000,0.00046700,1121.93000000,1.00000000
516259000000,0.00192200,101.50270500,0.00160900,0.00000000,0.00025700,792.31670200,0.00000000
516259000000,0.00186300,96.92963000,0.00156000,0.00000000,0.00024900,819.20182400,0.00000000
516259000000,0.00209300,163.58576200,0.00189300,105.33615300,0.00024600,594.32545400,0.00000000
516259000000,0.00119000,111.20548900,0.00375500,449.36198600,0.00038900,1472.91000000,0.00000000
516259000000,0.00107500,113.04117000,0.00257800,232.15063300,0.00020100,517.33247300,0.00000000
516259000000,0.00176000,149.64562100,0.00147300,0.00000000,0.00023500,829.07433300,0.00000000
516259000000,0.00135300,120.46863600,0.00153000,103.39743600,0.00022700,547.67100900,0.00000000
516259000000,0.00174800,171.43515200,0.00146300,0.00000000,0.00020400,683.52517300,0.00000000
516259000000,0.00198900,151.52581000,0.00110500,0.00000000,0.00022300,573.65557700,0.00000000
516259000000,0.00293200,165.27368700,0.00277900,259.18762200,0.00026200,925.45943100,1.00000000
516259000000,0.00168200,114.14556300,0.00149200,99.79152200,0.00022400,507.10327900,0.00000000
516259000000,0.00320800,291.48443500,0.00149200,100.00472900,0.00023600,823.93695600,1.00000000
516259000000,0.00233900,154.98115600,0.00110300,0.00000000,0.00024300,585.15469500,0.00000000
516259000000,0.00124700,102.75525000,0.00141300,99.93583000,0.00022500,579.61533400,0.00000000
516259000000,0.00183500,163.95548100,0.00116000,0.00000000,0.00023400,656.23125100,0.00000000
516259000000,0.00173900,152.39140600,0.00112800,0.00000000,0.00020000,581.20748900,0.00000000
516259000000,0.00190200,157.64222300,0.00116000,0.00000000,0.00020000,621.97157400,0.00000000
516259000000,0.00325300,306.74785200,0.00101300,0.00000000,0.00024100,582.12266800,0.00000000
516259000000,0.00200200,154.85154200,0.00277700,267.63335800,0.00019700,609.74053600,0.00000000
516259000000,0.00167700,152.98855800,0.00177100,254.73277500,0.00019400,714.78910800,0.00000000
516259000000,0.00207000,144.16993000,0.00167500,163.57210200,0.00021600,547.11901400,0.00000000
516259000000,0.00137400,143.77495800,0.00302900,297.66950700,0.00022400,671.80877700,0.00000000
516259000000,0.00266800,633.51441500,0.00191700,109.60419400,0.00022400,325.19978900,0.00000000
516259000000,0.00213100,151.06453800,0.00276700,249.23123400,0.00024800,814.40030600,0.00000000
516259000000,0.00158600,133.58563900,0.00105500,0.00000000,0.00020200,645.20782400,0.00000000
516259000000,0.00139200,99.63463900,0.00228800,182.08955100,0.00024600,577.56749600,0.00000000
516259000000,0.00116800,111.77385000,0.00192000,207.05436900,0.00020600,648.08569200,0.00000000
516259000000,0.00209300,151.06883900,0.00235100,237.05861200,0.00023200,590.29402100,0.00000000
516259000000,0.00063200,0.00000000,0.00487100,430.67983800,0.00314800,1384.58000000,0.00000000
516259000000,0.00214900,153.33257700,0.00157800,104.09115400,0.00022500,591.70275100,0.00000000
516259000000,0.00194400,157.95259700,0.00153000,0.00000000,0.00028100,767.20434200,0.00000000
516259000000,0.00183900,147.23390900,0.00233900,305.06995400,0.00024000,557.53032100,0.00000000
516259000000,0.00112600,97.82225800,0.00153900,98.37093700,0.00020900,517.03247100,0.00000000
516259000000,0.00119000,97.84055600,0.00139900,98.13186000,0.00022400,549.74796900,0.00000000
516259000000,0.00151600,135.21150800,0.00216400,238.93465500,0.00022800,301.79900700,1.00000000
516259000000,0.00111400,101.00769600,0.00117400,0.00000000,0.00022800,589.69313000,0.00000000
516259000000,0.00177400,146.51056400,0.00230800,269.26697200,0.00022700,664.87505200,0.00000000
516259000000,0.00123700,143.73109300,0.00109100,0.00000000,0.00021200,689.81014700,0.00000000
516259000000,0.00226300,162.63745800,0.00162100,105.27849600,0.00022800,648.91567200,0.00000000
516259000000,0.00219700,139.31491900,0.00141900,97.52014000,0.00020800,522.10141300,0.00000000
516259000000,0.00132200,118.55500500,0.00157600,101.78885200,0.00023000,536.93634000,0.00000000
516259000000,0.00218500,154.24039200,0.00133200,0.00000000,0.00024400,600.98542700,0.00000000
516259000000,0.00171500,108.61374700,0.00174700,204.95043700,0.00022000,649.86609400,0.00000000
516259000000,0.00215400,158.24755300,0.00298500,273.62601100,0.00021600,617.63529400,0.00000000
516259000000,0.00118700,101.28720200,0.00261900,360.75162500,0.00022500,386.96026600,0.00000000
516259000000,0.00208200,142.17523800,0.00267100,235.60764600,0.00022100,539.61032100,0.00000000
516259000000,0.00245600,152.25479600,0.00180100,100.62234200,0.00025900,851.98406600,0.00000000
516259000000,0.00216200,134.06538700,0.00402400,358.34334400,0.00022500,506.53338100,0.00000000
516259000000,0.00193400,151.90810900,0.00316300,173.90196500,0.00034700,1153.60000000,0.00000000
516259000000,0.00131100,120.08273100,0.00146400,98.79676400,0.00022500,700.73301000,0.00000000
516259000000,0.00099500,96.71316800,0.00100100,0.00000000,0.00020400,556.89093000,0.00000000
516259000000,0.00217300,136.11585200,0.00117000,0.00000000,0.00030600,948.92410400,0.00000000
516259000000,0.00301300,295.47796200,0.00169900,103.88963700,0.00026300,794.63293500,0.00000000
516259000000,0.00853900,811.44824900,0.00138600,103.59082500,0.00023300,309.60633400,0.00000000
516259000000,0.00193600,143.88754000,0.00143000,99.96780700,0.00022000,547.39899500,0.00000000
516259000000,0.00206800,175.47845300,0.00127900,0.00000000,0.00027400,596.68511500,0.00000000
516259000000,0.00191700,155.33616500,0.00112300,0.00000000,0.00020700,606.61011700,0.00000000
516259000000,0.00233900,163.80299100,0.00122400,0.00000000,0.00031700,1007.35000000,0.00000000
516260000000,0.00789200,500.18504400,0.00572600,372.42944600,0.00019400,153.93187600,0.00000000
516260000000,0.00100500,79.82493800,0.00177700,177.46661900,0.00033000,1291.88000000,0.00000000
516260000000,0.00415700,292.79073800,0.01046800,814.59750000,0.00025600,812.66292100,0.00000000
516260000000,0.00207800,102.60293100,0.00193500,102.82603900,0.00023700,753.34662500,0.00000000
516260000000,0.00253300,153.67248400,0.00218800,238.08261800,0.00024700,524.76129300,0.00000000
516260000000,0.00322700,306.67972700,0.00174000,105.04466700,0.00031200,554.40965600,0.00000000
516260000000,0.00130600,122.69558800,0.00152100,99.11786000,0.00021100,559.66505100,0.00000000
516260000000,0.00184800,150.54202000,0.00176200,173.04012800,0.00020500,555.40472300,0.00000000
516260000000,0.00137700,105.88321300,0.00303100,238.74124200,0.00022700,542.83395700,0.00000000
516260000000,0.00763600,498.62776500,0.00203300,477.24967000,0.00023200,680.83243800,0.00000000
516260000000,0.00229300,140.20938400,0.00455300,300.06314400,0.00023800,607.49408200,0.00000000
516260000000,0.00137800,103.80431000,0.00245400,224.02172200,0.00023700,566.17059600,0.00000000
516260000000,0.00209200,159.60133800,0.00161900,86.63362300,0.00020200,435.17463400,0.00000000
516260000000,0.00209000,166.24157600,0.00141000,118.11862000,0.00021600,614.83933800,0.00000000
516260000000,0.00209900,154.61543000,0.00111800,0.00000000,0.00029400,1002.54000000,0.00000000
516260000000,0.00100500,110.63942700,0.00317900,394.02389200,0.00020500,406.81128600,0.00000000
516260000000,0.00116900,110.49281300,0.00118000,0.00000000,0.00023800,808.43247400,0.00000000
516260000000,0.00174200,127.22728600,0.00110200,0.00000000,0.00025200,830.93293200,0.00000000
516260000000,0.00207800,160.62946700,0.00204000,189.13421800,0.00022200,616.30197300,0.00000000
516260000000,0.00123200,100.70939700,0.00164000,100.91411700,0.00022600,570.99349500,0.00000000
516260000000,0.00131500,127.32916900,0.00115700,0.00000000,0.00022700,584.94139200,0.00000000
516260000000,0.00111000,108.58657500,0.00111200,0.00000000,0.00022600,615.46879700,0.00000000
516260000000,0.00113100,100.12758500,0.00144600,100.13852000,0.00021300,635.08795900,0.00000000
516260000000,0.00190400,142.77418600,0.00158100,91.78665300,0.00023900,801.82448700,0.00000000
516260000000,0.00128500,124.40329100,0.00210000,224.35507800,0.00022600,567.37642500,0.00000000
516260000000,0.00181900,174.69354900,0.00132900,112.61603900,0.00023200,701.24345500,1.00000000
