cust_id,yp_probability,predicted_yp_revenue,internet_probability,predicted_internet_rev,dm_probability,predicted_dm_rev,credit_flag
516250000000,0.03226000,1088.20000000,0.00135700,0.00000000,0.00021300,162.56010800,0.00000000
516250000000,0.00818600,641.76055500,0.01784300,785.38300000,0.00041600,1394.73000000,0.00000000
516250000000,0.00883200,952.13371800,0.02382400,806.08050000,0.00038700,1238.67000000,0.00000000
516250000000,0.00357900,314.86388700,0.00649600,439.34117600,0.00036800,1398.79000000,0.00000000
516250000000,0.01280400,996.86112300,0.00399000,378.47540800,0.00045400,1250.67000000,0.00000000
516252000000,0.01157000,1054.09000000,0.01565600,650.00000000,0.00055400,1356.33000000,0.00000000
516252000000,0.01219400,1060.63000000,0.01234700,650.00000000,0.00052400,1057.54000000,0.00000000
516252000000,0.02026600,1044.10000000,0.01184700,639.28150000,0.00048200,1039.62000000,0.00000000
516252000000,0.00158800,133.53928400,0.00398700,512.83984700,0.00032800,1259.77000000,0.00000000
516252000000,0.01787500,1148.46000000,0.01601600,850.00000000,0.00052700,1057.42000000,0.00000000
516252000000,0.00817500,580.52278000,0.01872000,1224.55000000,0.00037000,1423.81000000,0.00000000
516252000000,0.00134500,192.06432100,0.01308000,850.00000000,0.00031800,1328.46000000,0.00000000
516252000000,0.01371800,1055.77000000,0.02019400,1137.79000000,0.00050000,1290.87000000,0.00000000
516252000000,0.00132500,108.18069900,0.01740800,850.00000000,0.00080800,1054.12000000,0.00000000
516252000000,0.00127000,129.08744700,0.00360500,408.13488700,0.00021400,832.07913400,0.00000000
516252000000,0.01300300,1015.83000000,0.00624500,642.07923400,0.00017500,391.06458300,0.00000000
516252000000,0.03100100,1046.89000000,0.03100100,833.55250000,0.00053100,1416.75000000,0.00000000
516252000000,0.02732000,983.71390400,0.02732000,795.09850000,0.00033500,1406.58000000,0.00000000
516252000000,0.00972400,596.37521000,0.01230800,1173.88000000,0.00045600,1329.95000000,0.00000000
516252000000,0.01884200,1078.22000000,0.02951400,866.70250000,0.00069800,1081.36000000,0.00000000
516252000000,0.00555100,460.33882600,0.00752800,0.00000000,0.00035500,1025.85000000,0.00000000
516252000000,0.01753400,1070.13000000,0.00778600,635.64249100,0.00054800,1289.74000000,0.00000000
516252000000,0.00165600,105.09912600,0.00480700,409.69091700,0.00189100,1353.91000000,1.00000000
516253000000,0.00556200,253.72136100,0.00870900,551.02769500,0.00040100,1055.10000000,0.00000000
516253000000,0.00406700,478.05091500,0.01158300,921.69750000,0.00303100,1488.76000000,0.00000000
516254000000,0.02963600,1069.33000000,0.02374200,863.65100000,0.00056100,1072.49000000,1.00000000
516254000000,0.02863700,1029.14000000,0.00656500,632.76204400,0.00044400,1280.37000000,0.00000000
516254000000,0.01818600,1100.46000000,0.00610700,405.95505900,0.00053200,1333.18000000,0.00000000
516255000000,0.01159700,1084.71000000,0.00903500,657.87668400,0.00036500,1332.15000000,1.00000000
516256000000,0.00133900,140.31387700,0.00424900,452.72556100,0.00039200,1469.32000000,0.00000000
516257000000,0.01552700,1093.64000000,0.00495700,409.02895700,0.00055300,1338.80000000,0.00000000
516257000000,0.02230200,1041.80000000,0.00201800,156.70921200,0.00031200,782.70018100,0.00000000
516258000000,0.00310700,285.24184100,0.00474700,374.60357700,0.00046400,1239.40000000,0.00000000
516258000000,0.03157200,1087.62000000,0.00749800,656.72421700,0.00064500,1330.05000000,0.00000000
516258000000,0.00819800,583.78965200,0.00309200,279.42435400,0.00032000,887.54975300,0.00000000
516258000000,0.02585900,1099.89000000,0.00743500,670.52793900,0.00057100,1361.67000000,0.00000000
516259000000,0.00198700,163.73449000,0.00466500,300.45522100,0.00044200,1077.24000000,0.00000000
516259000000,0.00226500,605.02884100,0.00148400,62.23164100,0.00022500,307.19112200,0.00000000
516260000000,0.00159600,241.69683700,0.00187400,116.85607600,0.00027600,841.28062900,1.00000000
516260000000,0.00119800,106.85674000,0.00268800,182.39729700,0.00024800,465.37132000,0.00000000
516260000000,0.02680200,1125.74000000,0.00515100,334.19355900,0.00061000,1178.27000000,1.00000000
516260000000,0.00137500,126.23122700,0.00435000,395.77586800,0.00038700,1304.97000000,0.00000000
516261000000,0.00290400,282.56050700,0.00307800,262.42736100,0.00027600,820.43665900,0.00000000
516261000000,0.02734900,1006.25000000,0.00798500,640.42547300,0.00021200,545.14280500,0.00000000
516261000000,0.02359500,1129.73000000,0.00793000,319.18200000,0.00086800,1445.72000000,0.00000000
516261000000,0.02499400,970.03721000,0.00279500,237.20955800,0.00025700,827.37486600,0.00000000
516261000000,0.02094600,1059.92000000,0.00626100,578.63758400,0.00056900,1055.15000000,0.00000000
516261000000,0.00109100,99.47968800,0.00133900,100.09011800,0.00022000,598.40696200,0.00000000
516261000000,0.01030100,1005.04000000,0.00243300,291.47688000,0.00021500,656.09138400,0.00000000
516261000000,0.02022600,1094.76000000,0.00787500,654.95446900,0.00054800,1329.46000000,0.00000000
516262000000,0.02126100,1105.23000000,0.00288800,219.28400000,0.00021100,638.79186000,1.00000000
516250000000,0.00067800,141.73814500,0.00426400,311.82750100,0.00033800,1096.44000000,0.00000000
516243000000,0.01494200,1718.08000000,0.00903100,671.17803600,0.00046100,1361.12000000,0.00000000
516252000000,0.00500100,306.76159500,0.00689800,650.00000000,0.00036600,1339.40000000,0.00000000
516258000000,0.00229900,239.09235100,0.00460700,346.26054300,0.00041600,1163.20000000,0.00000000
516212000000,0.03040800,1392.69000000,0.02690700,850.00000000,0.00129600,1053.91000000,0.00000000
516252000000,0.00581700,279.00400000,0.00233700,272.85357600,0.00020100,512.38467500,1.00000000
516252000000,0.00091700,381.85463100,0.00365600,414.84869200,0.00019200,385.12119000,0.00000000
516243000000,0.01027700,793.77520200,0.00309600,242.70041400,0.00016900,101.08969300,0.00000000
516233000000,0.00128900,1040.21000000,0.00646800,523.24812800,0.00026500,536.16727900,0.00000000
516246000000,0.02797500,1425.47000000,0.00776500,724.31934800,0.00080000,1470.19000000,0.00000000
516250000000,0.00099600,208.74591200,0.00244100,260.47812800,0.00019300,494.34400500,0.00000000
516253000000,0.03000000,935.73504100,0.00436300,302.09417400,0.00161200,1078.27000000,0.00000000
516211000000,0.00461900,307.97960300,0.02452700,1000.00000000,0.00015700,111.94595300,0.00000000
516244000000,0.00637700,545.21451800,0.00144100,112.16019100,0.00017300,444.24734700,0.00000000
516212000000,0.03183200,1249.60000000,0.03183200,832.88100000,0.00026500,547.62188200,0.00000000
516245000000,0.00997800,621.14078100,0.01097100,1077.04000000,0.00031600,753.10797200,0.00000000
516229000000,0.00682800,558.12597400,0.00230500,250.45532800,0.00015800,109.24379400,0.00000000
516211000000,0.00695600,554.84211900,0.01268900,1000.00000000,0.00017200,381.32142200,0.00000000
516249000000,0.00880500,713.62310000,0.00429300,370.11694500,0.00027200,755.18437500,0.00000000
516218000000,0.00713300,528.79447400,0.00250000,268.22984200,0.00011800,88.51785900,0.00000000
516242000000,0.00710500,527.43383800,0.00305300,243.93645300,0.00015700,118.51130100,0.00000000
516231000000,0.02991200,968.81661300,0.00917400,522.47329300,0.00131500,1023.57000000,0.00000000
516243000000,0.03075700,1004.75000000,0.00366400,407.31359400,0.00017400,383.99012700,0.00000000
516230000000,0.03037000,1477.33000000,0.01618500,850.00000000,0.00031800,838.36560700,0.00000000
516212000000,0.00834600,553.96324700,0.00570800,294.23045500,0.00090300,1057.82000000,0.00000000
516234000000,0.00467000,254.62158100,0.00158700,0.00000000,0.00016400,555.45211500,0.00000000
516211000000,0.01454400,1050.38000000,0.00807600,659.17729100,0.00070000,1341.87000000,0.00000000
516217000000,0.03000000,1033.11000000,0.00637700,628.75135000,0.00017900,336.52002500,0.00000000
516246000000,0.00095500,269.60202000,0.00591300,401.40343400,0.00033100,818.09296700,0.00000000
516212000000,0.00064500,432.66074900,0.00402000,353.21406200,0.00025000,721.73761700,0.00000000
516248000000,0.00969700,858.10017800,0.00272900,254.86459300,0.00018800,375.49609100,0.00000000
516248000000,0.03134400,1507.60000000,0.00296200,241.94668400,0.00019400,407.98916300,0.00000000
516234000000,0.03000000,1019.61000000,0.00481100,379.03867400,0.00168200,1262.91000000,0.00000000
516211000000,0.01072400,1007.66000000,0.01645300,850.00000000,0.00007300,0.00000000,1.00000000
516211000000,0.00295700,236.10265100,0.00596700,377.00895900,0.00008100,0.00000000,0.00000000
516255000000,0.00103300,174.54051700,0.00255700,326.77169200,0.00033400,1082.88000000,1.00000000
516255000000,0.03000000,937.60751700,0.00457000,297.75911100,0.00021200,147.18583800,0.00000000
516256000000,0.00142500,324.46096600,0.00407900,333.79160400,0.00037400,1160.77000000,0.00000000
516234000000,0.00487500,255.49055700,0.00126900,105.96117600,0.00015500,337.50270900,0.00000000
516241000000,0.00128000,104.77920800,0.00430800,296.64490700,0.00016500,109.67889600,0.00000000
516212000000,0.03175900,999.45325100,0.01058000,635.70311700,0.00009300,0.00000000,0.00000000
516243000000,0.01378900,1086.96000000,0.00217300,179.45405100,0.00017300,120.55681100,0.00000000
516211000000,0.02973500,1384.95000000,0.01858800,927.03550000,0.00189600,1254.22000000,1.00000000
516244000000,0.00778100,994.53808900,0.00251200,123.14612900,0.00019800,119.98536700,0.00000000
516261000000,0.00237700,1412.92000000,0.00417700,434.51550000,0.00041000,1452.44000000,0.00000000
516220000000,0.00851900,668.96392700,0.00712400,540.77402600,0.00021300,306.51623600,0.00000000
516212000000,0.03000000,1112.23000000,0.01502200,892.39800000,0.00008700,0.00000000,0.00000000
516232000000,0.02205400,1066.22000000,0.00399300,344.02359900,0.00016700,111.21047600,1.00000000
516245000000,0.00750000,898.82497700,0.00254000,435.53025700,0.00017800,559.04864700,1.00000000
516212000000,0.00536900,426.21356100,0.01375800,1069.40000000,0.00015300,103.25773700,0.00000000
516234000000,0.00708000,528.49679100,0.00463600,587.95825300,0.00026600,587.76670500,0.00000000
516233000000,0.01489900,1770.93000000,0.03000000,928.39550000,0.00257200,1192.03000000,0.00000000
516230000000,0.00410800,274.40064400,0.00972000,588.17735300,0.00023800,727.01886300,0.00000000
516211000000,0.00774900,519.01913100,0.01482300,875.31300000,0.00033300,1351.91000000,0.00000000
516256000000,0.00207400,364.32998400,0.00937100,707.70788900,0.00044400,1430.19000000,0.00000000
516225000000,0.00532700,251.27543100,0.00538800,396.70402700,0.00014500,101.63983900,0.00000000
516247000000,0.03000000,1092.41000000,0.00871800,703.84212000,0.03000000,1432.94000000,0.00000000
516226000000,0.00105100,204.34662200,0.02337700,850.00000000,0.00024800,782.56125400,0.00000000
516229000000,0.00415400,307.87742400,0.01561400,641.55000000,0.00238200,1390.85000000,0.00000000
516218000000,0.00697400,604.71795600,0.01437100,1256.54000000,0.00157800,1428.83000000,0.00000000
516247000000,0.01184800,989.30746500,0.00219600,127.28021400,0.00018800,98.08716100,0.00000000
516232000000,0.03000000,1006.38000000,0.00516700,407.58531700,0.00136400,1331.87000000,0.00000000
516250000000,0.00616700,540.48558200,0.00155500,100.35092500,0.00020100,392.71278400,0.00000000
516212000000,0.00980000,632.75557500,0.00976300,653.55055700,0.00025300,846.35876500,0.00000000
516226000000,0.00904000,654.28179500,0.00733000,850.00000000,0.00035600,1094.54000000,0.00000000
516253000000,0.00769200,576.08548600,0.00272500,283.81558800,0.00018700,334.06264500,0.00000000
516243000000,0.00532900,301.36194700,0.00159000,101.13740700,0.00018800,394.30167200,0.00000000
516252000000,0.00641500,696.43460800,0.00581000,393.12998700,0.00051300,1311.64000000,0.00000000
516212000000,0.02969600,968.88426200,0.01364300,777.29100000,0.00075600,963.08458300,0.00000000
516212000000,0.01806500,2395.39000000,0.01716000,912.91700000,0.00022800,573.88338700,0.00000000
516231000000,0.00926300,582.02987100,0.01513600,1211.04000000,0.00029300,841.71193300,0.00000000
516234000000,0.00720400,607.22056700,0.00460200,476.16296900,0.00026600,975.92918900,0.00000000
516212000000,0.03207700,999.17248100,0.03207700,716.34000000,0.00155500,1020.74000000,0.00000000
516249000000,0.00835800,549.55052800,0.00170400,108.69550800,0.00021900,542.62868800,0.00000000
516232000000,0.03166400,986.88005200,0.00246900,125.35958300,0.00018000,96.31869300,0.00000000
516250000000,0.01027600,588.30753100,0.00722200,579.63874100,0.00032600,1153.11000000,0.00000000
516249000000,0.00628600,571.27274900,0.00116300,0.00000000,0.00019900,165.37381500,0.00000000
516212000000,0.01157100,1061.00000000,0.00478700,542.53214300,0.00008300,0.00000000,0.00000000
516229000000,0.00574000,571.60968300,0.00794000,664.71841700,0.00026900,821.14322700,0.00000000
516212000000,0.01377400,1196.61000000,0.01742400,898.19500000,0.00124200,1195.85000000,0.00000000
516211000000,0.00300500,275.01781300,0.00525400,447.88197700,0.00008100,0.00000000,0.00000000
516234000000,0.00655700,656.90305900,0.00855200,670.84726800,0.00024800,861.07221500,0.00000000
516249000000,0.00497900,311.70975800,0.00359700,571.93822200,0.00020700,507.67025900,0.00000000
516244000000,0.03000000,927.23648300,0.00993400,734.26838400,0.00143400,1068.30000000,0.00000000
516230000000,0.01909300,1112.38000000,0.00721100,583.25362600,0.00025400,549.34962300,0.00000000
516211000000,0.00814100,558.88288100,0.00315600,148.61401600,0.00089800,1057.81000000,1.00000000
516250000000,0.00534800,258.08637300,0.00377100,399.36319700,0.00033400,1312.42000000,0.00000000
516229000000,0.00647200,560.09804100,0.00385200,436.31308800,0.00021500,498.35010900,0.00000000
516220000000,0.01156200,1156.83000000,0.03000000,850.00000000,0.00020800,161.89467900,0.00000000
516212000000,0.00733500,614.08259500,0.01643700,864.56900000,0.00028900,889.60320200,1.00000000
516249000000,0.00910300,513.44866200,0.00210900,168.82493500,0.00211500,1325.58000000,0.00000000
516258000000,0.00102600,203.50858000,0.00187700,223.01387900,0.00221900,1474.57000000,0.00000000
516211000000,0.00372500,320.51696600,0.01941800,1070.42000000,0.00013700,81.70046400,0.00000000
516233000000,0.00442500,235.17454500,0.00252400,265.82575900,0.00015200,415.19683100,1.00000000
516235000000,0.00797500,644.48511200,0.00182800,181.71792200,0.00024500,851.11736300,0.00000000
516242000000,0.00724900,558.29386700,0.00577700,421.34543900,0.00033400,1361.53000000,0.00000000
516234000000,0.02750500,1002.42000000,0.00726000,589.65201100,0.00015000,107.52365000,0.00000000
516231000000,0.02993700,1453.61000000,0.00695300,656.57566900,0.00037000,1335.53000000,0.00000000
516250000000,0.00659000,501.26307800,0.00213300,152.88388300,0.00170800,1166.00000000,0.00000000
516224000000,0.00121900,521.50725700,0.01278800,685.32750000,0.00024400,841.52006400,1.00000000
516252000000,0.00107800,275.11882500,0.00582800,445.79296300,0.00034600,1425.22000000,0.00000000
516211000000,0.00476800,307.09502000,0.03162200,850.00000000,0.00009200,0.00000000,0.00000000
516258000000,0.00267200,114.25641100,0.00299000,253.14457000,0.00021200,574.65191200,0.00000000
516251000000,0.01077100,1386.72000000,0.00549800,464.27922100,0.00049800,1480.47000000,0.00000000
516232000000,0.00444400,323.98856100,0.00630100,715.70020700,0.00027900,931.72157900,0.00000000
516241000000,0.03040100,1083.77000000,0.00792300,672.94220100,0.00029900,848.05467500,0.00000000
516256000000,0.00727800,708.15338600,0.00365000,624.47933700,0.00039000,1553.94000000,0.00000000
516225000000,0.00086200,148.22398000,0.00358400,242.13288000,0.00022400,549.18298000,0.00000000
516211000000,0.00533400,327.71278100,0.02430100,917.08200000,0.00009900,92.18084200,0.00000000
516220000000,0.00773800,845.60094500,0.00894800,522.42439300,0.00021800,148.94426800,0.00000000
516247000000,0.01097000,540.07115900,0.00562900,458.23766100,0.00033700,1480.14000000,0.00000000
516250000000,0.00104800,117.74434600,0.00200100,217.35278600,0.00020100,505.72173700,0.00000000
516235000000,0.00089000,190.61293000,0.00347800,259.98983900,0.00031000,855.72555200,0.00000000
516252000000,0.02330200,1001.93000000,0.01108000,621.55600000,0.00319300,1262.39000000,0.00000000
516261000000,0.00225500,625.26471500,0.00354400,297.13562100,0.00022600,313.78971800,0.00000000
516229000000,0.02743300,1051.57000000,0.02743300,678.11900000,0.00054400,1193.94000000,0.00000000
516233000000,0.01053300,670.80191400,0.01036300,650.00000000,0.00034300,1341.91000000,0.00000000
516211000000,0.00625400,469.31637800,0.02964300,974.55019300,0.00015100,102.23378400,0.00000000
516260000000,0.00199700,394.20697400,0.00136700,108.86498100,0.00022300,640.68317600,0.00000000
516246000000,0.00072200,626.87615800,0.00509900,404.83437000,0.00031000,500.56906800,0.00000000
516212000000,0.00632600,551.69433600,0.00386600,402.23088800,0.00010000,81.99513700,0.00000000
516228000000,0.00443600,380.88878800,0.00381000,405.49212700,0.00025300,1276.82000000,0.00000000
516212000000,0.00089000,159.86406900,0.00442700,320.74494400,0.00014000,80.83658900,0.00000000
516243000000,0.01932600,1467.31000000,0.01549200,850.00000000,0.00047400,1056.36000000,0.00000000
516226000000,0.02821400,2169.62000000,0.01055900,1118.48000000,0.00034600,1279.01000000,0.00000000
516245000000,0.00871500,613.76559900,0.00443200,409.41708400,0.00057900,1367.71000000,0.00000000
516251000000,0.00113800,427.50982000,0.00183400,202.74124900,0.00019900,481.28857900,0.00000000
516250000000,0.01080400,611.65596300,0.00241700,244.64556900,0.00020600,456.02752100,0.00000000
516235000000,0.03038300,1006.68000000,0.01018800,660.21034700,0.00328000,1337.19000000,0.00000000
516262000000,0.00272200,636.55993500,0.00126700,207.21094700,0.00021600,1173.17000000,0.00000000
516250000000,0.03000000,1315.67000000,0.01715200,902.03700000,0.00050400,1372.63000000,1.00000000
516250000000,0.00532300,262.61873600,0.00412400,425.81024100,0.00018500,457.58824600,0.00000000
516258000000,0.00448500,388.67976500,0.00350200,108.59457500,0.00025900,589.10013100,0.00000000
516241000000,0.00093100,1476.67000000,0.00367300,397.76379800,0.00028000,809.77081100,0.00000000
516217000000,0.00778600,632.07081800,0.00340100,247.38918000,0.00011300,85.89105100,0.00000000
516212000000,0.02951900,1062.82000000,0.02951900,1000.00000000,0.00112800,1397.85000000,0.00000000
516228000000,0.00551500,277.10195300,0.00367300,370.36052700,0.00014800,98.46535000,0.00000000
516211000000,0.00414600,305.16061200,0.01214700,850.00000000,0.00008700,0.00000000,0.00000000
516250000000,0.01050200,900.51746700,0.00940000,695.31055100,0.00032400,1411.51000000,0.00000000
